Label,Japanese,English,Notes,
STR_20_F5, タ゛イフ゛して\,,,
STR_20_104, シーラント゛へ,,,
STR_20_116, むかいます」,,,
STR_20_13C,ちちおやからの\,Got and e-mail from dad.,,
STR_20_14A,メールをし゛ゅしんしました。,,,
STR_20_177,ちちおや\,"Dad:
[name], I heard there’s trouble at the harbor in Nanohana Town. 
Find the Access Point there, head to Sealand and solve this incident. 
I’m counting on you!",,
STR_20_182,「[name]よ,,,
STR_20_18F, いま はいった\,,,
STR_20_19E, し゛ょうほうた゛か゛,,,
STR_20_1B3, なのはなタウンの\,,,
STR_20_1C3, みなとか゛,,,
STR_20_1D3, たいへんなことに\,,,
STR_20_1E3, なっているらしい。,,,
STR_20_1F7, みなとにある\,,,
STR_20_205, アクセスホ゜イントを,,,
STR_20_21A, さか゛して、\,,,
STR_20_228, シーラント゛へ,,,
STR_20_23A, むかい、し゛けんを\,,,
STR_20_24B, かいけつしてくれ。,,,
STR_20_25F, たのんた゛そ゛」,,,
STR_20_288,せんいん\,"Sailor:
A key? Yes, I’m holding onto it. Want me to lend it to you?",Question (yes/no),
STR_20_293,「そうこのカキ゛かい?,,,
STR_20_2A8, オレか゛\,,,
STR_20_2B4, あす゛かっているよ,,,
STR_20_2C8, かしてやろうか?」,,,
STR_20_32D,せんいん\,"Sailor:
Oh... I see. If you need it, come back anytime.",Answered no,
STR_20_338,「そうかい、,,,
STR_20_348, ほしくなったら、\,,,
STR_20_358, いつて゛もきな」,,,
STR_20_370,せんいん\,"Sailor:
Here you go!",,
STR_20_37B,「ホラよ」,,,
STR_20_39F,そうこのカキ゛を\,You got the Warehouse Key!,,
STR_20_3AE,てにいれた,,,
STR_20_3E3,カキ゛か゛かかっていて,It’s locked. I can’t get inside.,,
STR_20_3F4,はいれない!,,,
,,,,
STR_21_3B,「・・・はい、\,"...Yes, from here, I’ll Dive into Sealand.",(Inside warehouse),
STR_21_49, これから,,,
STR_21_58, シーラント゛へ\,,,
STR_21_67, タ゛イフ゛します」,,,
STR_21_AA,「・・・!!\,"...You! You were eavesdropping our conversation just now, weren’t you?
I don’t have time to deal with you right now, but we will meet again!",,
STR_21_BB, おまえ、\,,,
STR_21_C7, いまのはなしを,,,
STR_21_D9, ぬすみき゛き\,,,
STR_21_E7, していたな!?,,,
STR_21_F9, いま\,,,
STR_21_103, おまえのあいてを,,,
STR_21_116, しているひまはない\,,,
STR_21_127, またあおう!」,,,
,,,,
STR_22_9A,メモか゛おちている,There’s a note here.,(Sealand Site Gate),
STR_22_B4,と゛うやら\,Seems like it’s a Password. Let’s trying entering it somewhere.,,
STR_22_C0,ハ゜スワート゛のようた゛,,,
STR_22_D6,と゛こかに\,,,
STR_22_E2,にゅうりょくしてみよう,,,
STR_22_1B1,このさきは\,Beyond this gate is Sea Resort Area.,,
STR_22_1BD,シーリソ゛ートエリアへの,,,
STR_22_1D3,ケ゛ートになります。,,,
STR_22_20A,シーリソ゛ートエリアへの\,"This is the gate to Sea Resort Area.
You don’t have the password to open it.",,
STR_22_21D,ケ゛ートて゛す。,,,
STR_22_22F,このケ゛ートを ひらくための\,,,
STR_22_244,ハ゜スワート゛か゛ありません。,,,
STR_22_275,シーリソ゛ートエリアへの\,"This is the gate to Sea Resort Area.
Please enter the password.",,
STR_22_288,ケ゛ートて゛す。,,,
STR_22_29A,ハ゜スワート゛を\,,,
STR_22_2A9,にゅうりょくしてくた゛さい,,,
STR_22_34F,ハ゜スワート゛か゛ちか゛います。,The password is incorrect.,,
STR_22_38A,このさきは\,Beyond this gate is Sea Techno Area.,,
STR_22_396,シーテクノエリアへの,,,
STR_22_3AA,ケ゛ートになります。,,,
STR_22_3E1,シーテクノエリアへの\,"This is the gate to Sea Techno Area.
You don’t have the password to open it.",,
STR_22_3F2,ケ゛ートて゛す。,,,
STR_22_404,このケ゛ートを ひらくための\,,,
STR_22_419,ハ゜スワート゛か゛ありません。,,,
STR_22_44A,シーテクノエリアへの\,"This is the gate to Sea Techno Area.
Please enter the password.",,
STR_22_45B,ケ゛ートて゛す。,,,
STR_22_46D,ハ゜スワート゛を\,,,
STR_22_47C,にゅうりょくしてくた゛さい,,,
STR_22_522,ハ゜スワート゛か゛ちか゛います。,The password is incorrect.,,
STR_22_55D,このさきは\,Beyond this gate is Sea Safari Area.,,
STR_22_569,シーサファリエリアへの,,,
STR_22_57E,ケ゛ートになります。,,,
STR_22_5B5,シーサファリエリアへの\,"This is the gate to Sea Safari Area.
You don’t have the password to open it.",,
STR_22_5C7,ケ゛ートて゛す。,,,
STR_22_5D9,このケ゛ートを ひらくための\,,,
STR_22_5EE,ハ゜スワート゛か゛ありません。,,,
STR_22_61F,シーサファリエリアへの\,"This is the gate to Sea Safari Area.
Please enter the password.",,
STR_22_631,ケ゛ートて゛す。,,,
STR_22_643,ハ゜スワート゛を\,,,
STR_22_652,にゅうりょくしてくた゛さい,,,
STR_22_6F8,ハ゜スワート゛か゛ちか゛います。,The password is incorrect.,,
STR_22_73E,シーラント゛への\,"This is the gate to Sealand.
You don’t have the password to open it.",,
STR_22_74D,ケ゛ートて゛す。,,,
STR_22_75F,このケ゛ートを ひらくための\,,,
STR_22_774,ハ゜スワート゛か゛ありません。,,,
STR_22_7A5,シーラント゛への\,"This is the gate to Sealand.
Please enter the password.",,
STR_22_7B4,ケ゛ートて゛す。,,,
STR_22_7C6,ハ゜スワート゛を\,,,
STR_22_7D5,にゅうりょくしてくた゛さい,,,
STR_22_87B,ハ゜スワート゛か゛ちか゛います。,The password is incorrect.,,
STR_22_8AD,このさきは\,Beyond this gate is Sealand.,,
STR_22_8B9,シーラント゛への,,,
STR_22_8CB,ケ゛ートになります。,,,
STR_22_8F5,ハ゜スワート゛を\,"Password verified!
Please feel free to pass through.",,
STR_22_904,かくにんしました。,,,
STR_22_917,と゛うそ゛\,,,
STR_22_923,おとおりくた゛さい。,,,
,,,(Sea resort area),
STR_23_74,ハ゛ク゛コレクター\,"Bug Collector:
Believe it or not, I’m a famous Bug Collector.
I’m looking for a certain Bug.
If you could find it and bring it to me, I’d trade it for a Bug from my collection.","(Unused?) – If used, test how this works.",
STR_23_84,「こうみえても\,,,
STR_23_92, わたしは、ゆうめいな,,,
STR_23_A7, ハ゛ク゛コレクター\,,,
STR_23_B8, なんた゛,,,
STR_23_C7, し゛つは\,,,
STR_23_D3, というハ゛ク゛を\,,,
STR_23_E3, てにいれたいんし゛ゃ,,,
STR_23_F8, もし、それを\,,,
STR_23_106, みつけてきてくれたら,,,
STR_23_117, ,,,
STR_23_122, わたしの\,,,
STR_23_12E, ハ゛ク゛コレクションと,,,
STR_23_144, こうかんしてもいいそ゛」,,,
STR_23_170,「おお、これは\,"Oh, this is the Bug I was looking for!
Could you trade it for one of these?",(Yes/No question?),
STR_23_17E, わたしのもとめていた,,,
STR_23_18F, ハ゛ク゛し゛ゃ,,,
STR_23_1A1, このなかのものと\,,,
STR_23_1B1, こうかん\,,,
STR_23_1C1, してくれないか?,,,
STR_23_1E9,「そうか、それは\,I see... Too bad.,,
STR_23_1F8, さ゛んねん」,,,
STR_23_21F,「これて゛\,"With this, our trade is complete.
I could die happy now!",,
STR_23_22B, こうかんせいりつた゛な,,,
STR_23_241, めて゛たしめて゛たし」,,,
STR_23_26D,「!!」,!!,,
STR_23_291,「なんと いおうと、\,"No matter what you say, you’re not proceeding from here!",,
STR_23_2A2, ここから さきへ,,,
STR_23_2B5, いかす わけには\,,,
STR_23_2C5, いかないせ゛」,,,
STR_23_355,「リースレンさま\,Master Riesren... It was my best shot...,,
STR_23_364, こ゛ふ゛し゛て゛・・・」,,,
,,,,
STR_24_87,「まちのなかた゛からって,"Just because you’re in a town, doesn’t mean you can lower your guard, or you could get in big trouble.
Such as...",(Sealand),
STR_24_99, ゆた゛んしてると,,,
STR_24_AC, たいへんなめにあうよ\,,,
STR_24_BE, たとえは゛・・・」,,,
STR_24_145,「チクショー\,Damn it! I thought my surprise attack would work.,,
STR_24_152, ふいうちて゛,,,
STR_24_163, うまくいったと\,,,
STR_24_172, おもったのに」,,,
STR_24_1A3,チクリ\,"Snitch:
If you lose to me, I’ll tell everyone!",,
STR_24_1AD,「おれに まけたら、,,,
STR_24_1C1, みんなに\,,,
STR_24_1CD, チクってやるそ゛」,,,
STR_24_254,チクリ\,"Snitch:
Please, don’t snitch on me! Let’s share e-mail addresses.",,
STR_24_25E,「たのむから,,,
STR_24_26E, チクらないて゛くれ、,,,
STR_24_283, メールアト゛レスを\,,,
STR_24_294, あけ゛るからさ」,,,
STR_24_2BC,[name]は\,[name] exchanged e-mail addresses with Black Hat Snitch.,,
STR_24_2C5,ムホウモノのチクリと\,,,
STR_24_2DA,メールアト゛レスを\,,,
STR_24_2EA,こうかんした,,,
STR_24_30F,チクリ\,"Snitch:
If I get any good info, I’ll snitch on it through e-mail.",,
STR_24_319,「いいし゛ょうほうか゛,,,
STR_24_32E, はいったら、\,,,
STR_24_33C, チクりメールた゛すよ」,,,
STR_24_3DE,チクリ\,"Snitch:
If you lose to me, I’ll tell everyone!",,
STR_24_3E8,「おれに まけたら、,,,
STR_24_3FC, みんなに\,,,
STR_24_408, チクってやるそ゛」,,,
STR_24_48F,チクリ\,"Snitch:
I can’t even snitch on anyone anymore.",,
STR_24_499,「これし゛ゃあ,,,
STR_24_4A6, ,,,
STR_24_4B1, た゛れかにチクることも,,,
STR_24_4C3, て゛きねーや」,,,
STR_24_561,ノンチ\,"Nonchi:
I may look like this, but I’m actually a girl!",,
STR_24_56B,「わたし、こうみえても,,,
STR_24_580, おんななのよーん」,,,
STR_24_607,ノンチ\,"Nonchi:
Oh no, you bully girls? You’re the worst! But that’s kinda charming, too!
Let’s exchange e-mail addresses.",,
STR_24_611,「いやーん,,,
STR_24_620, おんなのこを\,,,
STR_24_62E, いし゛めるなんて,,,
STR_24_641, ひと゛いひと!,,,
STR_24_653, て゛もそんなところか゛,,,
STR_24_665, みりょくてき!,,,
STR_24_677, メールアト゛レス\,,,
STR_24_687, こうかんしちゃおう」,,,
STR_24_6B1,[name]は\,[name] exchanged e-mail addresses with Internet drag queen Black Hat Nonchi.,,
STR_24_6BA,ムホウモノの,,,
STR_24_6CA,ネットオカマのノンチと\,,,
STR_24_6DC,メールアト゛レスを こうかんした,,,
STR_24_70B,ノンチ\,"Nonchi:
If I get any good info, I’ll tell you immediately!",,
STR_24_715,「いいし゛ょうほうか゛,,,
STR_24_72A, はいったら、,,,
STR_24_73B, すく゛に\,,,
STR_24_747, おしえるわーん」,,,
STR_24_7E6,ノンチ\,"Nonchi:
I may look like this, but I’m actually a girl!",,
STR_24_7F0,「わたし、こうみえても,,,
STR_24_805, おんななのよーん」,,,
STR_24_88C,ノンチ\,"Nonchi:
Oh no, you bully girls? You’re the worst! But that’s kinda charming, too! Let’s change e-mail addresses.",,
STR_24_896,「いやーん,,,
STR_24_8A5, おんなのこを\,,,
STR_24_8B3, いし゛めるなんて,,,
STR_24_8C6, ひと゛いひと!」,,,
,,,(Sea Safari Area),
STR_25_87,つりひ゛と\,"Fisherman:
Oi, you’re new here, aren’t ya? Wanna exchange e-mail addresses with me?",,
STR_25_93,「おっ、しんか゛おた゛な,,,
STR_25_A9, おれとメールて゛も\,,,
STR_25_BA, しないかい?」\,,,
STR_25_E2,[name]は\,[name] exchanged e-mail addresses with Sealand’s Fisherman.,,
STR_25_EB,シーラント゛のつりひ゛とと,,,
STR_25_102,メールアト゛レスを\,,,
STR_25_112,こうかんした,,,
STR_25_137,つりひ゛と\,"Fisherman:
I’ll e-mail you if I catch anything good.",,
STR_25_143,「いいのか゛つれたら,,,
STR_25_157, メールするよ」,,,
STR_25_17F,つりひ゛と\,"Fisherman:
Oi, here it is.
This is the Bug I mentioned in the e-mail.
Here you go!",,
STR_25_18B,「おっ、きたね,,,
STR_25_19C, これか゛\,,,
STR_25_1A8, メールて゛いった,,,
STR_25_1BB, ハ゛ク゛さ。\,,,
STR_25_1C9, ほらよ」,,,
STR_25_1ED,[name]は\,[name] got a Bug from the Fisherman!,(Test how this works),
STR_25_1F6,つりひ゛とから,,,
STR_25_218,を\,,,
STR_25_220,ゆす゛りうけた!,,,
STR_25_25F,サーハ゛ーか゛いっは゜いなのて゛\,Server is full!,,
STR_25_27A, をあきらめた!,,,
STR_25_2A3,てもちか゛いっは゜いなのて゛\サーハ゛ーにおくられました!,"Party is full.
Sent to Server.",,
STR_25_2F8,つりひ゛と\,"Fisherman:
Take good care of it.",,
STR_25_304,「たいせつにそた゛てろよ」,,,
STR_25_331,つりひ゛と\,"Fisherman:
Oi, if it isn’t the new guy. 
There’s a lot of Sting-made Bugs around here. Best of luck on finding them!",,
STR_25_33D,「おっ、しんか゛おた゛な,,,
STR_25_353, ここには\,,,
STR_25_35F, スティンク゛メーカーの,,,
STR_25_375, ハ゛ク゛か゛\,,,
STR_25_383, たくさんいるから,,,
STR_25_396, か゛んは゛って\,,,
STR_25_3A5, みつけろよ」,,,
STR_25_3CC,つりひ゛と\,"Fisherman:
I’ll e-mail you if I catch anything good.",,
STR_25_3D8,「いいのか゛つれたら,,,
STR_25_3EC, メールするよ」,,,
,,,,
STR_26_4E,「おう、\,"Hey, welcome! This is our e-mail address. If something good shows up, I’ll e-mail you.",(Sea Techno Area),
STR_26_59, いらっしゃい!,,,
STR_26_6B, これ、うちの\,,,
STR_26_79, メールアト゛レスた゛,,,
STR_26_8E, いいもん あったら\,,,
STR_26_9F, メールするよ」,,,
STR_26_C6,[name]は\,[name] exchanged e-mail addresses.,,
STR_26_CF,メールアト゛レスを,,,
STR_26_E2,こうかんした,,,
STR_26_108,「18さいみまんおことわり」\,"""No admittance under 18"" is written here.
It looks like only adults are allowed inside.",,
STR_26_11D,と、かいてある。,,,
STR_26_12F,このみせは おとなしか\,,,
STR_26_141,はいれないようた゛,,,
,,,,
STR_28_3B,「よく ここまて゛\,"So you’ve followed me all the way here...
It’s been pretty obvious to me that you’re a Weldehyde spy!
People like you will ruin the world!
Here I come!!",(Follow Riesren into Dragon Palace),
STR_28_4B, オレの あとを,,,
STR_28_5D, つけてきたな,,,
STR_28_6E, おまえか゛\,,,
STR_28_7B, ウェルテ゛ハイト゛の,,,
STR_28_90, まわしものた゛って\,,,
STR_28_A1, ことは、,,,
STR_28_B0, とっくに\,,,
STR_28_BC, おみとおしさ!,,,
STR_28_CE, おまえのような\,,,
STR_28_DD, やつか゛,,,
STR_28_EC, せかいをメチャメチャに\,,,
STR_28_FF, するんた゛!,,,
STR_28_110, いくそ゛!!」,,,
STR_28_195,「いいかけ゛ん\,Enough! Tell me your true identity!,,
STR_28_1A3, しょうたいをあかせ!」,,,
STR_28_1CE,[name]は\,[name] showed his Mobile and explained that he’s from Guardian.,,
STR_28_1D7,モハ゛イルをみせて,,,
STR_28_1EA,し゛ふ゛んか゛カ゛ーテ゛ィアン\,,,
STR_28_200,て゛あると せつめいした,,,
STR_28_22B,「?!,What!? You’re with Guardian? So am I!,,
STR_28_238, なーんた゛,,,
STR_28_248, おまえ、\,,,
STR_28_254, カ゛ーテ゛ィアンなんた゛,,,
STR_28_26B, オレと\,,,
STR_28_276, いっしょし゛ゃん」,,,
STR_28_2C6,リースレン\,"Riesren:
The name’s Riesren. I’m a Rank B Hacker belonging to the very same Guardian as you!
I got a call from HQ and came to Sealand to investigate.
I heard there’s a rookie that solved the Amiland incident all by himself... 
So it was you! It’s an honor to meet someone like you. But that makes us rivals!
You still have a lot to grow as a Hacker. You gotta speed up on raising your Rank, get better performing chips and be on top shape!
From here on, we’ll go our separate ways, but since it may be a lot for a rookie like you, I’ll share everything I know so far.",,
STR_28_2D2,「オレはリースレン,,,
STR_28_2E5, おまえと おなし゛\,,,
STR_28_2F6, カ゛ーテ゛ィアンに,,,
STR_28_30A, しょそ゛くしている\,,,
STR_28_31B, Bきゅうハッカーさ!,,,
STR_28_330, ほんふ゛から\,,,
STR_28_33E, れんらくを うけて、,,,
STR_28_353, シーラント゛を\,,,
STR_28_362, ちょうさしに きたんた゛,,,
STR_28_379, アミラント゛の\,,,
STR_28_388, し゛けんを,,,
STR_28_398, ひとりて゛\,,,
STR_28_3A5, かいけつしたっていう,,,
STR_28_3BA, ルーキーか゛いるって\,,,
STR_28_3CC, きいたけと゛,,,
STR_28_3DD, まさか、おまえのこと\,,,
STR_28_3EF, た゛ったとはなァ・・・,,,
STR_28_405, そんな ヤツに\,,,
STR_28_414, こんなところて゛,,,
STR_28_427, あえるとは、\,,,
STR_28_435, こうえいた゛な!,,,
STR_28_448, て゛も\,,,
STR_28_453, おれたちは,,,
STR_28_463, ライハ゛ルと゛うし\,,,
STR_28_474, た゛からな!,,,
STR_28_485, また゛ハッカーとしても,,,
STR_28_497, はんにんまえ た゛しな,,,
STR_28_4AD, はやく\,,,
STR_28_4B8, ランクを あけ゛て、,,,
STR_28_4CD, もっと せいのうのいい,,,
STR_28_4DF, チッフ゜を てにいれて、,,,
STR_28_4F6, ハ゛リハ゛リ\,,,
STR_28_504, かつやく するように,,,
STR_28_519, か゛んは゛ろうせ゛!,,,
STR_28_52E, これから、\,,,
STR_28_53B, おれたちは,,,
STR_28_54B, へ゛つこうと゛うた゛。,,,
STR_28_561, といっても\,,,
STR_28_56E, ルーキーの おまえには,,,
STR_28_584, すこし\,,,
STR_28_58F, にか゛おもいた゛ろ,,,
STR_28_5A3, オレか゛てにいれた\,,,
STR_28_5B4, し゛ょうほうを,,,
STR_28_5C6, おしえてやるよ」,,,
STR_28_5EE,[name]は\,"[name] got the Passwords for Sealand, Sea Techno Area and Sea Safari Area!
You can now travel throughout Sealand areas freely!",,
STR_28_5F7,シーラント゛と,,,
STR_28_608,シーテクノエリア、\,,,
STR_28_618,シーサファリエリアの,,,
STR_28_62C,ハ゜スワート゛をてにいれた!,,,
STR_28_64B,これて゛シーラント゛ないは\,,,
STR_28_65F,と゛こて゛も いけるそ゛!,,,
STR_28_68B,リースレン\,"Riesren:
First, go back to the Site Gate accessible from Sea Resort Area and try going to Sealand from there.
I believe the Undersea Gate, which is located on the northern part of Sealand, is pretty suspicious.
Oh yeah, this is my e-mail address.",,
STR_28_697,「いちと゛、,,,
STR_28_6A7, シーリソ゛ートエリア\,,,
STR_28_6B9, から いける,,,
STR_28_6CA, サイトケ゛ートに\,,,
STR_28_6DA, もと゛って、,,,
STR_28_6EB, シーラント゛に\,,,
STR_28_6FA, いってみな。,,,
STR_28_70B, オレは シーラント゛の,,,
STR_28_71D, うえの ほうにある、,,,
STR_28_732, かいていの\,,,
STR_28_73F, いりく゛ちか゛,,,
STR_28_751, あやしいと\,,,
STR_28_75E, にらんて゛いるんた゛。,,,
STR_28_774, それと、これか゛オレの,,,
STR_28_786, メールアト゛レスた゛」,,,
STR_28_7B1,[name]は\,[name] exchanged e-mail addresses with Riesren.,,
STR_28_7BA,リースレンと,,,
STR_28_7CA,メールアト゛レスを\,,,
STR_28_7DA,こうかんした,,,
STR_28_7FF,リースレン\,"Riesren:
Let’s do our best as members of Guardian!",,
STR_28_80B,「おたか゛い,,,
STR_28_81B, カ゛ーテ゛ィアンの\,,,
STR_28_82C, いちいんとして,,,
STR_28_83E, か゛んは゛ろうせ゛」,,,
STR_29_73,と゛こかて゛\,You hear the sound of water draining in the distance...,,
,,,,
STR_29_80,みす゛か゛ぬけるような,,(Undersea Dungeon),
STR_29_95,おとか゛きこえる・・・,,,
STR_29_C0,と゛こかて゛\,You hear the sound of water flowing in the distance...,,
STR_29_CD,みす゛か゛なか゛れる,,,
STR_29_E1,おとか゛きこえる・・・,,,
,,,,
STR_2A_AC,サハ゛ーカ\,"Sobaka:
Learned your lesson? Guardian means nothing to us!",(Undersea Dungeon boss),
STR_2A_B8,「おもいしったか!,,,
STR_2A_CB, カ゛ーテ゛ィアンなんそ゛,,,
STR_2A_DE, こんなものさ」,,,
STR_2A_105,リースレン\,"Riesren:
Ugh, damn it! You dog!
Someone like me couldn’t be defeated like this!",,
STR_2A_111,「ク、クソッ!,,,
STR_2A_122, サハ゛ーカめ!,,,
STR_2A_134, こんな ところて゛\,,,
STR_2A_145, このオレさまか゛,,,
STR_2A_158, やられるわけには\,,,
STR_2A_168, いかないんた゛!」,,,
STR_2A_1A0,リースレン\,"Riesren:
Oh, [name]!! You’re here to help me?",,
STR_2A_1AC,「!!,,,
STR_2A_1B9, [name]!,,,
STR_2A_1C6, たすけに\,,,
STR_2A_1D2, きてくれたのか!」,,,
STR_2A_1FB,サハ゛ーカ\,"Sobaka:
So you’re with Guardian, too?
You can call me Sobaka, I’m a Weldehyde executive!
This guy here wasn’t enough. I’ll finish off both of you!",,
STR_2A_207,「おまえも,,,
STR_2A_216, カ゛ーテ゛ィアンの\,,,
STR_2A_227, なかまか!,,,
STR_2A_237, オレさまは\,,,
STR_2A_244, ウェルテ゛ハイト゛の,,,
STR_2A_259, かんふ゛\,,,
STR_2A_265, サハ゛ーカさまた゛!,,,
STR_2A_27A, コイツひとりし゛ゃ\,,,
STR_2A_28B, ものたりない,,,
STR_2A_29C, ところ\,,,
STR_2A_2A7, た゛ったんた゛,,,
STR_2A_2B9, いっしょに\,,,
STR_2A_2C6, かたつ゛けてやる!」,,,
STR_2A_2F0,リースレン\,"Riesren:
Hey, he’s gonna use Sting-made Bugs! You should form a party with Bugs that know FE-made moves!",,
STR_2A_2FC,「ヤツは、,,,
STR_2A_30B, スティンク゛メーカーの,,,
STR_2A_31D, ハ゛ク゛を つかうそ゛!,,,
STR_2A_334, FEメーカーの\,,,
STR_2A_343, わさ゛をもつハ゛ク゛て゛,,,
STR_2A_35A, ハ゜ーティーを\,,,
STR_2A_369, くむんた゛!」,,,
STR_2A_39C,リースレン\,"Riesren:
Hey, he’s gonna use Sting-made Bugs! You should form a party with Bugs that know FE-made moves!",,
STR_2A_3A8,「ヤツは,,,
STR_2A_3B6, スティンク゛メーカーの,,,
STR_2A_3C8, ハ゛ク゛を つかうそ゛!,,,
STR_2A_3DF, FEメーカーの\,,,
STR_2A_3EE, わさ゛をもつハ゛ク゛て゛,,,
STR_2A_405, ハ゜ーティーを\,,,
STR_2A_414, くむんた゛!」,,,
STR_2A_45F,サハ゛ーカ\,"Sobaka:
You can call me Sobaka, I’m a Weldehyde executive!
This guy here wasn’t enough. I’ll finish off both of you!
Bring it on!!",,
STR_2A_46B,「オレさまは,,,
STR_2A_47B, ウェルテ゛ハイト゛の\,,,
STR_2A_48D, かんふ゛,,,
STR_2A_49C, サハ゛ーカさまた゛!,,,
STR_2A_4B1, コイツひとりし゛ゃ\,,,
STR_2A_4C2, ものたりない,,,
STR_2A_4D3, ところ\,,,
STR_2A_4DE, た゛ったんた゛,,,
STR_2A_4F0, いっしょに\,,,
STR_2A_4FD, かたつ゛けてやる!,,,
STR_2A_511, かかってこい!!」,,,
STR_2A_5B2,サハ゛ーカ\,"Sobaka:
Fufufu... You got me... So it was you who defeated Kamisen in Amiland?
I didn’t think Guardian would have someone like you.
I did manage to cause some chaos at the harbor in the real world, but my claws weren’t sharp enough...",,
STR_2A_5BE,「クックク・・・,,,
STR_2A_5D0, オレさまの\,,,
STR_2A_5DD, まけた゛・・・。,,,
STR_2A_5F0, そうか、\,,,
STR_2A_5FC, アミラント゛の,,,
STR_2A_60E, カミセンをたおしたのは,,,
STR_2A_620, おまえた゛な?,,,
STR_2A_632, カ゛ーテ゛ィアンに\,,,
STR_2A_643, こんなやつか゛,,,
STR_2A_655, いたとはな・・・。,,,
STR_2A_669, け゛んし゛つせかいの\,,,
STR_2A_67B, みなとを\,,,
STR_2A_68B, こんらんさせることは\,,,
STR_2A_69D, せいこうしたか゛,,,
STR_2A_6B0, ツメか゛\,,,
STR_2A_6BC, あまかったか・・・」,,,
STR_2A_75C,[name]は\,[name] got the Coral Handle.,,
STR_2A_765,サンコ゛のハント゛ルを,,,
STR_2A_77A,てにいれた,,,
STR_2A_7A5,リースレン\,"Riesren:
Use that handle to tighten the rear pipe!",,
STR_2A_7B1,「そのハント゛ルて゛\,,,
STR_2A_7C6, おくのハ゜イフ゜を\,,,
STR_2A_7D7, しめるんた゛!」,,,
STR_2A_800,リースレン\,"Riesren:
Use that handle to tighten the rear pipe!",,
STR_2A_80C,「そのハント゛ルて゛\,,,
STR_2A_821, おくのハ゜イフ゜を\,,,
STR_2A_832, しめるんた゛!」,,,
STR_2A_862,ほ゛うか゛いて゛んは゜を\,The computer that was sending the jamming signals has halted.,,
STR_2A_875,なか゛していた,,,
STR_2A_886,コンヒ゜ューターは\,,,
STR_2A_896,ていしした。,,,
STR_2A_8A6,これて゛ふ゛し゛にふねか゛\,Now ships will be able to navigate safely on the sea.,,
STR_2A_8BA,うみを いききて゛きるようになる。,,,
STR_2A_8EA,リースレン\,"Riesren:
Heheh, I owe you one. I’ll pay it back soon enough.
After all, I’m born and raised in Tokyo, you know?
Now, let’s go back to the real world!","(Here, Riesren refers to himself as “Child of Edo” (えどっこ/江戸っ子). I decided to adapt it to “born and raised in Tokyo.)",
STR_2A_8F6,「テヘヘ、,,,
STR_2A_905, かりか゛ひとつ\,,,
STR_2A_914, て゛きちまったな,,,
STR_2A_927, そのうちにきっちり\,,,
STR_2A_938, かえすせ゛\,,,
STR_2A_949, なんてったって、\,,,
STR_2A_959, オレは,,,
STR_2A_967, はなの\,,,
STR_2A_972, えと゛っこた゛からな,,,
STR_2A_987, さあ、\,,,
STR_2A_992, け゛んし゛つせかいへ,,,
STR_2A_9A7, もと゛ろうせ゛!」,,,
,,,,
STR_2B_4E,リースレン\,"Riesren:
Well then, I’ll take my leave. Hope we can see each other again.",(Return to real world),
STR_2B_5A,「それし゛ゃ、,,,
STR_2B_6B, オレは、\,,,
STR_2B_77, ここて゛しつれいするよ,,,
STR_2B_8D, また、と゛こかて゛\,,,
STR_2B_9E, あえるといいな」,,,
STR_2B_C7,ユイ\,"Yui:
Geez, where have you been?
Look, the ships is going to leave the harbor.
Guardian solved the incident. Now the harbor is back to normal.
Good job, Guardian!
Come on, let’s go home!",,
STR_2B_D0,「もうっ,,,
STR_2B_DE, と゛こに\,,,
STR_2B_EA, いってたのよ?,,,
STR_2B_FC, ホラ、みなとから\,,,
STR_2B_10C, ふねか゛て゛ていくわ,,,
STR_2B_121, カ゛ーテ゛ィアンか゛\,,,
STR_2B_133, し゛けんを,,,
STR_2B_143, かいけつしたのよ,,,
STR_2B_156, これて゛\,,,
STR_2B_162, みなともあんしんね,,,
STR_2B_176, さっすか゛\,,,
STR_2B_183, カ゛ーテ゛ィアンね!,,,
STR_2B_198, さあ、おうちに\,,,
STR_2B_1A7, かえろう!」,,,
STR_2B_2C4,こうして、\,"Thus, the second incident was safely resolved, thanks to [name]’s efforts.",,
STR_2B_2D0,た゛い2のし゛けんも,,,
STR_2B_2E4,[name]の\,,,
STR_2B_2ED,かつやくによって、,,,
STR_2B_300,ふ゛し゛かいけつした,,(End of Sealand arc),
,,,,
STR_2C_87,ははおや\,"Mom:
It’s morning already, [name]. Time to wake up!",(Wake up),
STR_2C_92,「あさよ、\,,,
STR_2C_A2, [name]、\,,,
STR_2C_AC, おきなさい!」,,,
STR_2C_D6,ははおや\,"Mom:
Good morning!
Yui has been feeling lonely lately. Even when you’re playing together, you just go and disappear all of a sudden!",,
STR_2C_E1,「おはよう!,,,
STR_2C_F1, さいきん、いっしょに\,,,
STR_2C_103, あそんて゛ても,,,
STR_2C_115, いつのまにか\,,,
STR_2C_123, と゛こかにきえちゃう,,,
STR_2C_138, って、ユイちゃんか゛\,,,
STR_2C_14A, さひ゛しか゛ってたわよ」,,,
STR_2C_177,ははおや\,"Mom:
Oh, right! Dad told me he would send you an e-mail.",,
STR_2C_182,「あっ、そうそう,,,
STR_2C_194, おとうさんから\,,,
STR_2C_1A3, メールをた゛したって,,,
STR_2C_1B8, れんらくか゛\,,,
